"CELL_LINE_NAME","DRUG_ID","DRUG_NAME","LN_IC50"
"CHP212",1251,"N22899-6-C1",3.532418
"NCIH1155",1251,"N22899-6-C1",4.655916
"DMS53",1251,"N22899-6-C1",4.698512
"SNU1",1251,"N22899-6-C1",5.222267
"NCIH522",1251,"N22899-6-C1",4.471999
"NB1",1251,"N22899-6-C1",3.903347
"NH12",1251,"N22899-6-C1",4.922547
"NCIH1105",1251,"N22899-6-C1",4.643806
"SHP77",1251,"N22899-6-C1",4.512553
"A204",1251,"N22899-6-C1",2.952515
"NCIH209",1251,"N22899-6-C1",4.48472
"HEMCSS",1251,"N22899-6-C1",4.981077
"NCIH526",1251,"N22899-6-C1",4.857983
"MFE296",1251,"N22899-6-C1",4.1288
"NCIH520",1251,"N22899-6-C1",4.794445
"NCIH841",1251,"N22899-6-C1",4.563355
"TOV112D",1251,"N22899-6-C1",3.482834
"SKNDZ",1251,"N22899-6-C1",4.632686
"NCIH82",1251,"N22899-6-C1",3.831184
"A2780",1251,"N22899-6-C1",4.543612
"SNU398",1251,"N22899-6-C1",3.107293
"NCIH2227",1251,"N22899-6-C1",4.999553
"SW13",1251,"N22899-6-C1",4.71547
"KELLY",1251,"N22899-6-C1",3.365535
"AN3CA",1251,"N22899-6-C1",4.025183
"CORL95",1251,"N22899-6-C1",4.703023
"CORL279",1251,"N22899-6-C1",3.631095
"G401",1251,"N22899-6-C1",4.347673
"GOTO",1251,"N22899-6-C1",4.218256
"NCIH1694",1251,"N22899-6-C1",4.429871
"KYM1",1251,"N22899-6-C1",3.174781
"DMS79",1251,"N22899-6-C1",5.260381
"QGP1",1251,"N22899-6-C1",5.841029
"NCIH2029",1251,"N22899-6-C1",4.143703
"C33A",1251,"N22899-6-C1",4.11774
"NCIH1836",1251,"N22899-6-C1",3.865574
"TGW",1251,"N22899-6-C1",4.03826
"NCIH1581",1251,"N22899-6-C1",4.530191
"COLO824",1251,"N22899-6-C1",5.05711
"PFSK1",1251,"N22899-6-C1",3.461785
"NCIH1436",1251,"N22899-6-C1",4.734574
"A673",1251,"N22899-6-C1",3.661423
"DEL",1251,"N22899-6-C1",3.026332
"L428",1251,"N22899-6-C1",4.609646
"MHHCALL2",1251,"N22899-6-C1",3.752717
"REH",1251,"N22899-6-C1",2.722851
"HT",1251,"N22899-6-C1",3.471943
"RS411",1251,"N22899-6-C1",3.075361
"NUDUL1",1251,"N22899-6-C1",4.065042
"VAL",1251,"N22899-6-C1",3.11879
"L1236",1251,"N22899-6-C1",4.397963
"OCILY19",1251,"N22899-6-C1",3.182688
"WSUNHL",1251,"N22899-6-C1",3.847178
"KMH2",1251,"N22899-6-C1",4.410641
"KMH2",1251,"N22899-6-C1",3.852021
"697",1251,"N22899-6-C1",2.65584
"SUDHL8",1251,"N22899-6-C1",3.758292
"SUPM2",1251,"N22899-6-C1",1.809597
"NAMALWA",1251,"N22899-6-C1",3.518904
"LP1",1251,"N22899-6-C1",4.301322
"KMS11",1251,"N22899-6-C1",2.951177
"PF382",1251,"N22899-6-C1",4.483752
"MC116",1251,"N22899-6-C1",2.446581
"CA46",1251,"N22899-6-C1",3.823132
"DB",1251,"N22899-6-C1",3.140915
"OCILY7",1251,"N22899-6-C1",2.504272
"OPM2",1251,"N22899-6-C1",4.242369
"KARPAS620",1251,"N22899-6-C1",3.341857
"HH",1251,"N22899-6-C1",2.573421
"BV173",1251,"N22899-6-C1",2.988779
"RL",1251,"N22899-6-C1",3.941111
"EJM",1251,"N22899-6-C1",4.015986
"GA10",1251,"N22899-6-C1",2.406456
"NCIH929",1251,"N22899-6-C1",3.42119
"KOPN8",1251,"N22899-6-C1",3.293111
"L540",1251,"N22899-6-C1",2.668804
"A3KAW",1251,"N22899-6-C1",2.452494
"RCHACV",1251,"N22899-6-C1",3.284808
"MOLT16",1251,"N22899-6-C1",1.559673
"RPMI8402",1251,"N22899-6-C1",2.17306
"AMO1",1251,"N22899-6-C1",2.774569
"SUDHL6",1251,"N22899-6-C1",3.243801
"JJN3",1251,"N22899-6-C1",3.550732
"JVM2",1251,"N22899-6-C1",3.160578
"P12ICHIKAWA",1251,"N22899-6-C1",4.234842
"KARPAS422",1251,"N22899-6-C1",4.304578
"RPMI8226",1251,"N22899-6-C1",3.811396
"SUDHL5",1251,"N22899-6-C1",1.824216
"MOLP8",1251,"N22899-6-C1",2.819936
"KE37",1251,"N22899-6-C1",3.802324
"LOUCY",1251,"N22899-6-C1",2.273834
"SUDHL4",1251,"N22899-6-C1",3.461667
"SUPT1",1251,"N22899-6-C1",4.673172
"P30OHK",1251,"N22899-6-C1",2.332585
"DND41",1251,"N22899-6-C1",2.944477
"NALM6",1251,"N22899-6-C1",3.147383
"BL41",1251,"N22899-6-C1",3.159055
"GRANTA519",1251,"N22899-6-C1",4.320771
"HDLM2",1251,"N22899-6-C1",4.540833
"WSUDLCL2",1251,"N22899-6-C1",3.931691
"SLVL",1251,"N22899-6-C1",3.917995
"JM1",1251,"N22899-6-C1",3.195086
"SKMM2",1251,"N22899-6-C1",4.97597
"KARPAS299",1251,"N22899-6-C1",3.880013
"JVM3",1251,"N22899-6-C1",4.004102
"SUDHL10",1251,"N22899-6-C1",3.469244
"EHEB",1251,"N22899-6-C1",5.475888
"L363",1251,"N22899-6-C1",3.094436
"JEKO1",1251,"N22899-6-C1",2.787083
"ST486",1251,"N22899-6-C1",4.153556
"ALLSIL",1251,"N22899-6-C1",2.603098
"RCK8",1251,"N22899-6-C1",3.929533
"CMLT1",1251,"N22899-6-C1",3.281155
"SW837",1251,"N22899-6-C1",4.541878
"SNU1040",1251,"N22899-6-C1",5.361191
"AGS",1251,"N22899-6-C1",3.566729
"HT29",1251,"N22899-6-C1",5.170122
"CW2",1251,"N22899-6-C1",5.533131
"HT55",1251,"N22899-6-C1",5.043058
"SNU81",1251,"N22899-6-C1",5.103811
"CAPAN1",1251,"N22899-6-C1",5.183273
"NCIH508",1251,"N22899-6-C1",5.454661
"CL11",1251,"N22899-6-C1",4.557552
"SNUC1",1251,"N22899-6-C1",5.273021
"TGBC11TKB",1251,"N22899-6-C1",4.417866
"HCT15",1251,"N22899-6-C1",4.956976
"SNU61",1251,"N22899-6-C1",5.85651
"RCM1",1251,"N22899-6-C1",3.643269
"SKCO1",1251,"N22899-6-C1",4.177755
"T84",1251,"N22899-6-C1",5.039282
"HPAFII",1251,"N22899-6-C1",3.88603
"NUGC4",1251,"N22899-6-C1",4.107013
"SNU5",1251,"N22899-6-C1",4.62467
"KATOIII",1251,"N22899-6-C1",4.540108
"OE19",1251,"N22899-6-C1",3.529252
"SNU407",1251,"N22899-6-C1",4.655096
"SW948",1251,"N22899-6-C1",5.574991
"SW1463",1251,"N22899-6-C1",5.068535
"LS513",1251,"N22899-6-C1",5.011942
"LS1034",1251,"N22899-6-C1",4.606831
"LS180",1251,"N22899-6-C1",5.50484
"CCK81",1251,"N22899-6-C1",4.466502
"NCIH1435",1251,"N22899-6-C1",4.966993
"KM12",1251,"N22899-6-C1",4.987095
"ESO51",1251,"N22899-6-C1",4.897168
"SW620",1251,"N22899-6-C1",5.384911
"MKN45",1251,"N22899-6-C1",4.277647
"SW1417",1251,"N22899-6-C1",5.120837
"2313287",1251,"N22899-6-C1",3.94163
"NCIN87",1251,"N22899-6-C1",5.161589
"IM95",1251,"N22899-6-C1",4.876047
"SNU16",1251,"N22899-6-C1",3.850152
"SW48",1251,"N22899-6-C1",4.405397
"SW1116",1251,"N22899-6-C1",5.821943
"HT115",1251,"N22899-6-C1",4.538058
"LS411N",1251,"N22899-6-C1",5.081253
"SW626",1251,"N22899-6-C1",3.527672
"SNUC5",1251,"N22899-6-C1",4.397366
"NCIH727",1251,"N22899-6-C1",5.018595
"ESO26",1251,"N22899-6-C1",4.967436
"HMVII",1251,"N22899-6-C1",2.36562
"A101D",1251,"N22899-6-C1",3.919598
"SKMEL1",1251,"N22899-6-C1",5.398651
"HT144",1251,"N22899-6-C1",3.459136
"SH4",1251,"N22899-6-C1",4.997932
"COLO679",1251,"N22899-6-C1",4.501281
"C32",1251,"N22899-6-C1",6.883831
"RVH421",1251,"N22899-6-C1",4.547815
"G361",1251,"N22899-6-C1",2.236281
"UACC62",1251,"N22899-6-C1",4.012479
"IGR1",1251,"N22899-6-C1",2.036359
"IGR37",1251,"N22899-6-C1",3.598187
"SKMEL24",1251,"N22899-6-C1",2.774291
"COLO783",1251,"N22899-6-C1",4.627122
"SKMEL5",1251,"N22899-6-C1",4.224806
"SKMEL2",1251,"N22899-6-C1",3.640878
"WM115",1251,"N22899-6-C1",4.428509
"SKMEL30",1251,"N22899-6-C1",4.264946
"MELHO",1251,"N22899-6-C1",1.792956
"SKMEL3",1251,"N22899-6-C1",4.977252
"IPC298",1251,"N22899-6-C1",3.621142
"MELJUSO",1251,"N22899-6-C1",3.167217
"COLO800",1251,"N22899-6-C1",2.824185
"SKMEL28",1251,"N22899-6-C1",2.839002
"COLO829",1251,"N22899-6-C1",4.797234
"A375",1251,"N22899-6-C1",2.835282
"LN229",1251,"N22899-6-C1",4.436672
"SKMEL31",1251,"N22899-6-C1",5.274469
"UACC257",1251,"N22899-6-C1",2.889882
"A2058",1251,"N22899-6-C1",3.651655
"COLO792",1251,"N22899-6-C1",3.671991
"MONOMAC6",1251,"N22899-6-C1",3.836024
"HL60",1251,"N22899-6-C1",4.473503
"OCIM1",1251,"N22899-6-C1",3.87947
"JURLMK1",1251,"N22899-6-C1",3.77763
"CMK",1251,"N22899-6-C1",3.674816
"P31FUJ",1251,"N22899-6-C1",3.724329
"PL21",1251,"N22899-6-C1",3.482633
"ME1",1251,"N22899-6-C1",5.047349
"KASUMI1",1251,"N22899-6-C1",3.146664
"K562",1251,"N22899-6-C1",3.498641
"OCIAML3",1251,"N22899-6-C1",2.799114
"THP1",1251,"N22899-6-C1",4.448766
"KCL22",1251,"N22899-6-C1",3.426152
"MOLM16",1251,"N22899-6-C1",2.642153
"OCIAML5",1251,"N22899-6-C1",2.819216
"KG1",1251,"N22899-6-C1",3.425514
"HEL",1251,"N22899-6-C1",4.139961
"MOLM13",1251,"N22899-6-C1",3.265232
"MV411",1251,"N22899-6-C1",2.929239
"LAMA84",1251,"N22899-6-C1",4.249248
"MEG01",1251,"N22899-6-C1",3.102278
"EM2",1251,"N22899-6-C1",3.619093
"GDM1",1251,"N22899-6-C1",3.913913
"KU812",1251,"N22899-6-C1",2.582782
"SKM1",1251,"N22899-6-C1",2.905246
"NOMO1",1251,"N22899-6-C1",3.053369
"OCIAML2",1251,"N22899-6-C1",2.715684
"NB4",1251,"N22899-6-C1",3.307782
"ZR7530",1251,"N22899-6-C1",5.75594
"EFM192A",1251,"N22899-6-C1",5.137946
"UACC893",1251,"N22899-6-C1",5.243848
"BT483",1251,"N22899-6-C1",6.008799
"MCF7",1251,"N22899-6-C1",3.968275
"EFM19",1251,"N22899-6-C1",4.024867
"HCC202",1251,"N22899-6-C1",4.597745
"AU565",1251,"N22899-6-C1",4.487612
"MDAMB415",1251,"N22899-6-C1",4.289213
"HCC2218",1251,"N22899-6-C1",5.21986
"HCC1419",1251,"N22899-6-C1",5.470925
"BT474",1251,"N22899-6-C1",5.335014
"HCC1500",1251,"N22899-6-C1",2.789648
"CAMA1",1251,"N22899-6-C1",5.11453
"MDAMB175VII",1251,"N22899-6-C1",5.138698
"MDAMB453",1251,"N22899-6-C1",4.38472
"T47D",1251,"N22899-6-C1",3.352863
"HCC1428",1251,"N22899-6-C1",4.26832
"MFM223",1251,"N22899-6-C1",5.755331
"MDAMB361",1251,"N22899-6-C1",4.196866
"RT4",1252,"N23918-95-7",4.701298
"ABC1",1252,"N23918-95-7",4.347315
"MKN1",1252,"N23918-95-7",4.624177
"KYSE140",1252,"N23918-95-7",3.930285
"MKN7",1252,"N23918-95-7",5.055545
"SAS",1252,"N23918-95-7",3.284081
"CFPAC1",1252,"N23918-95-7",4.05358
"OE33",1252,"N23918-95-7",4.147714
"TE4",1252,"N23918-95-7",3.444094
"FU97",1252,"N23918-95-7",1.832752
"NCIH1975",1252,"N23918-95-7",4.520212
"SW156",1252,"N23918-95-7",3.476662
"BICR78",1252,"N23918-95-7",3.457068
"EPLC272H",1252,"N23918-95-7",3.545085
"OAW42",1252,"N23918-95-7",3.907525
"HCC38",1252,"N23918-95-7",4.174592
"CAL51",1252,"N23918-95-7",4.418696
"NCIH1650",1252,"N23918-95-7",5.102113
"LS123",1252,"N23918-95-7",5.205989
"NCIH441",1252,"N23918-95-7",5.479094
"NCIH1869",1252,"N23918-95-7",2.936989
"HCC1937",1252,"N23918-95-7",4.059951
"TGBC1TKB",1252,"N23918-95-7",4.843767
"LCLC97TM1",1252,"N23918-95-7",3.424898
"YAPC",1252,"N23918-95-7",4.333154
"HCT116",1252,"N23918-95-7",3.825189
"JHH7",1252,"N23918-95-7",2.827418
"NCIH2170",1252,"N23918-95-7",4.54037
"HEC1",1252,"N23918-95-7",4.024053
"CAL27",1252,"N23918-95-7",3.11723
"KNS62",1252,"N23918-95-7",3.878272
"OE21",1252,"N23918-95-7",4.957
"SW1710",1252,"N23918-95-7",3.792912
"A431",1252,"N23918-95-7",2.512926
"SKGT4",1252,"N23918-95-7",4.063245
"KMRC1",1252,"N23918-95-7",4.923781
"A704",1252,"N23918-95-7",3.818146
"HDQP1",1252,"N23918-95-7",3.426235
"647V",1252,"N23918-95-7",3.128569
"NCIH2444",1252,"N23918-95-7",4.34181
"KYSE70",1252,"N23918-95-7",3.859006
"JIMT1",1252,"N23918-95-7",3.497219
"HCC827",1252,"N23918-95-7",3.639134
"CORL23",1252,"N23918-95-7",2.568231
"CAL851",1252,"N23918-95-7",4.76098
"OSC20",1252,"N23918-95-7",4.750087
"PECAPJ15",1252,"N23918-95-7",3.889719
"HSC4",1252,"N23918-95-7",4.170297
"OAW28",1252,"N23918-95-7",4.308547
"A549",1252,"N23918-95-7",3.568814
"KP3",1252,"N23918-95-7",5.0965
"KLE",1252,"N23918-95-7",4.27993
"HCC2157",1252,"N23918-95-7",4.20441
"NCIH1781",1252,"N23918-95-7",4.872549
"HCC78",1252,"N23918-95-7",3.194255
"HCC1143",1252,"N23918-95-7",4.396119
"FUOV1",1252,"N23918-95-7",3.851802
"PEO1",1252,"N23918-95-7",4.310543
"NCIH747",1252,"N23918-95-7",4.286797
"TE10",1252,"N23918-95-7",4.677604
"NCIH1651",1252,"N23918-95-7",3.627684
"PANC0403",1252,"N23918-95-7",5.418943
"HCC70",1252,"N23918-95-7",3.760674
"MS751",1252,"N23918-95-7",2.989377
"RMGI",1252,"N23918-95-7",3.715869
"KYSE450",1252,"N23918-95-7",3.669392
"PATU8902",1252,"N23918-95-7",3.3454
"KMRC20",1252,"N23918-95-7",3.700193
"PANC0327",1252,"N23918-95-7",3.160736
"NCIH1623",1252,"N23918-95-7",4.272393
"SNU449",1252,"N23918-95-7",3.613462
"KU1919",1252,"N23918-95-7",4.167821
"JHH4",1252,"N23918-95-7",3.168616
"SW1990",1252,"N23918-95-7",3.754305
"HPAC",1252,"N23918-95-7",5.328612
"SCC25",1252,"N23918-95-7",3.398994
"OSC19",1252,"N23918-95-7",3.750651
"KYSE510",1252,"N23918-95-7",3.593373
"HCC1187",1252,"N23918-95-7",2.846671
"HT3",1252,"N23918-95-7",3.664765
"KYSE520",1252,"N23918-95-7",5.199851
"JHOS2",1252,"N23918-95-7",4.313711
"KYSE150",1252,"N23918-95-7",4.591953
"SCC4",1252,"N23918-95-7",3.751925
"EFO27",1252,"N23918-95-7",3.767798
"MFE319",1252,"N23918-95-7",4.228728
"HTCC3",1252,"N23918-95-7",3.260035
"SUIT2",1252,"N23918-95-7",4.663196
"NCIH1944",1252,"N23918-95-7",2.6277
"HSC2",1252,"N23918-95-7",3.106405
"CAL33",1252,"N23918-95-7",3.107765
"HT1376",1252,"N23918-95-7",4.158861
"EKVX",1252,"N23918-95-7",6.285602
"BHY",1252,"N23918-95-7",4.239642
"SCC15",1252,"N23918-95-7",3.654111
"PC3",1252,"N23918-95-7",4.46774
"SISO",1252,"N23918-95-7",3.967418
"TE6",1252,"N23918-95-7",3.133006
"NCIH2342",1252,"N23918-95-7",2.731786
"HT1197",1252,"N23918-95-7",3.850832
"CAL12T",1252,"N23918-95-7",4.076578
"NCIH28",1252,"N23918-95-7",3.410097
"NCIH1437",1252,"N23918-95-7",4.86515
"NCIH596",1252,"N23918-95-7",5.225733
"CAL29",1252,"N23918-95-7",3.012429
"KYSE410",1252,"N23918-95-7",4.274677
"PANC1005",1252,"N23918-95-7",3.907703
"HCC1954",1252,"N23918-95-7",4.375263
"TE9",1252,"N23918-95-7",3.408718
"SNGM",1252,"N23918-95-7",3.363047
"DANG",1252,"N23918-95-7",3.476038
"UWB1289",1252,"N23918-95-7",4.848947
"HARA",1252,"N23918-95-7",4.190973
"HCC366",1252,"N23918-95-7",4.677008
"5637",1252,"N23918-95-7",4.30874
"OVISE",1252,"N23918-95-7",5.299852
"KURAMOCHI",1252,"N23918-95-7",4.086892
"769P",1252,"N23918-95-7",4.370759
"NCIH2291",1252,"N23918-95-7",5.756973
"CAKI1",1252,"N23918-95-7",3.853447
"PANC0813",1252,"N23918-95-7",4.636713
"KON",1252,"N23918-95-7",3.154953
"LU65",1252,"N23918-95-7",5.438489
"NCIH1693",1252,"N23918-95-7",4.380816
"C4I",1252,"N23918-95-7",4.841672
"BFTC905",1252,"N23918-95-7",3.102173
"SKGT2",1252,"N23918-95-7",3.44724
"NCIH1666",1252,"N23918-95-7",4.148142
"ECGI10",1252,"N23918-95-7",3.369447
"NCIH1648",1252,"N23918-95-7",2.893514
"VMRCRCZ",1252,"N23918-95-7",3.826826
"NCIH1838",1252,"N23918-95-7",4.65562
"COLO680N",1252,"N23918-95-7",4.355347
"KYSE270",1252,"N23918-95-7",3.626018
"TE11",1252,"N23918-95-7",4.15119
"TE1",1252,"N23918-95-7",3.292091
"RL952",1252,"N23918-95-7",4.296857
"RERFLCKJ",1252,"N23918-95-7",5.007943
"KYSE180",1252,"N23918-95-7",4.271422
"SKOV3",1252,"N23918-95-7",3.769973
"NCIH2085",1252,"N23918-95-7",4.365301
"CORL105",1252,"N23918-95-7",3.624186
"NCIH1573",1252,"N23918-95-7",2.806402
"EFO21",1252,"N23918-95-7",3.628085
"RERFGC1B",1252,"N23918-95-7",3.824529
"HCC1569",1252,"N23918-95-7",4.122869
"CAPAN2",1252,"N23918-95-7",3.236082
"JEG3",1252,"N23918-95-7",4.490045
"EBC1",1252,"N23918-95-7",4.316
"OC314",1252,"N23918-95-7",3.385308
"RT112",1252,"N23918-95-7",3.738917
"MFE280",1252,"N23918-95-7",5.279237
"IGROV1",1252,"N23918-95-7",4.947221
"HCC1806",1252,"N23918-95-7",4.477253
"A253",1252,"N23918-95-7",3.888728
"NCIH2228",1252,"N23918-95-7",4.519393
"PANC0203",1252,"N23918-95-7",3.889543
"CAL54",1252,"N23918-95-7",4.255467
"NCIH2347",1252,"N23918-95-7",3.684709
"OSRC2",1252,"N23918-95-7",5.425548
"NCIH2087",1252,"N23918-95-7",3.802184
"TE8",1252,"N23918-95-7",3.275316
"NCIH358",1252,"N23918-95-7",4.118164
"FADU",1252,"N23918-95-7",3.678259
"VAESBJ",1252,"N23918-95-7",2.320205
"NCIH2110",1252,"N23918-95-7",3.849138
"OVCAR4",1252,"N23918-95-7",4.220742
"NCIH2122",1252,"N23918-95-7",4.384395
"BT20",1252,"N23918-95-7",3.221555
"HCC15",1252,"N23918-95-7",5.2342
"HSC3",1252,"N23918-95-7",2.599276
"JHH1",1252,"N23918-95-7",4.22523
"NCIH2030",1252,"N23918-95-7",4.051869
"MDAMB468",1252,"N23918-95-7",3.431176
"SW780",1252,"N23918-95-7",3.538693
"OV56",1252,"N23918-95-7",4.656864
"NUGC3",1252,"N23918-95-7",4.445868
"NCIH1568",1252,"N23918-95-7",2.912682
"OVKATE",1252,"N23918-95-7",5.045311
"KP2",1252,"N23918-95-7",3.948654
"TE15",1252,"N23918-95-7",4.237737
"COLO678",1252,"N23918-95-7",4.886505
"KOSC2",1252,"N23918-95-7",4.454424
"OVTOKO",1252,"N23918-95-7",3.727429
"BICR22",1252,"N23918-95-7",3.802667
"OV90",1252,"N23918-95-7",5.268681
"BPH1",1252,"N23918-95-7",3.356016
"NCIH2009",1252,"N23918-95-7",4.245449
"NCIH1793",1252,"N23918-95-7",4.224305
"PC14",1252,"N23918-95-7",4.177049
"A498",1252,"N23918-95-7",5.904437
"A388",1252,"N23918-95-7",4.39027
"TE5",1252,"N23918-95-7",3.945667
"OVCAR5",1252,"N23918-95-7",3.996329
"NCIH292",1252,"N23918-95-7",3.130785
"TOV21G",1252,"N23918-95-7",3.655599
"NCIH1355",1252,"N23918-95-7",3.89964
"SCC9",1252,"N23918-95-7",5.275816
"NCIH2405",1252,"N23918-95-7",4.863259
"JAR",1252,"N23918-95-7",2.695484
"PSN1",1252,"N23918-95-7",4.109072
"NCIH2023",1252,"N23918-95-7",3.959003
"ACHN",1252,"N23918-95-7",3.310811
"SU8686",1252,"N23918-95-7",3.669826
"SKN",1252,"N23918-95-7",3.881504
"BFTC909",1252,"N23918-95-7",2.941186
"YKG1",1252,"N23918-95-7",4.681436
"LOUNH91",1252,"N23918-95-7",4.588862
"LCLC103H",1252,"N23918-95-7",2.312256
"U87MG",1252,"N23918-95-7",4.647903
"AM38",1252,"N23918-95-7",4.480428
"SF295",1252,"N23918-95-7",3.379158
"SKNAS",1252,"N23918-95-7",4.951988
"GAMG",1252,"N23918-95-7",3.807714
"LXF289",1252,"N23918-95-7",3.635726
"SW1573",1252,"N23918-95-7",3.364908
"IALM",1252,"N23918-95-7",3.588032
"RH18",1252,"N23918-95-7",3.832403
"KALS1",1252,"N23918-95-7",3.623519
"NCIH650",1252,"N23918-95-7",3.578763
"RKO",1252,"N23918-95-7",4.029955
"NCIH1755",1252,"N23918-95-7",4.105686
"LN18",1252,"N23918-95-7",3.909508
"T98G",1252,"N23918-95-7",4.360613
"NOS1",1252,"N23918-95-7",3.688038
"SW1271",1252,"N23918-95-7",5.077093
"SJSA1",1252,"N23918-95-7",4.248917
"U118MG",1252,"N23918-95-7",4.282833
"SW1088",1252,"N23918-95-7",4.111422
"ISTMES1",1252,"N23918-95-7",2.865518
"NCIH2172",1252,"N23918-95-7",3.193824
"SF539",1252,"N23918-95-7",3.971118
"CAL72",1252,"N23918-95-7",4.501693
"SKHEP1",1252,"N23918-95-7",3.003109
"SF268",1252,"N23918-95-7",4.10167
"SKLMS1",1252,"N23918-95-7",3.392556
"H4",1252,"N23918-95-7",3.249195
"NCIH1915",1252,"N23918-95-7",4.185272
"GI1",1252,"N23918-95-7",3.854625
"J82",1252,"N23918-95-7",2.657942
"KP4",1252,"N23918-95-7",3.972526
"HOS",1252,"N23918-95-7",3.348003
"ES2",1252,"N23918-95-7",4.072902
"RPMI7951",1252,"N23918-95-7",2.89883
"MG63",1252,"N23918-95-7",4.441878
"MDAMB157",1252,"N23918-95-7",3.07155
"TT2609C02",1252,"N23918-95-7",4.806522
"SF126",1252,"N23918-95-7",3.553646
"SNB75",1252,"N23918-95-7",4.459201
"SKMES1",1252,"N23918-95-7",3.788197
"UMUC3",1252,"N23918-95-7",3.057256
"ASH3",1252,"N23918-95-7",3.257658
"OV7",1252,"N23918-95-7",4.289251
"T24",1252,"N23918-95-7",4.285128
"NCIH2452",1252,"N23918-95-7",3.598397
"NCIH226",1252,"N23918-95-7",3.300385
"SKNSH",1252,"N23918-95-7",3.251663
"MDST8",1252,"N23918-95-7",4.113697
"IHH4",1252,"N23918-95-7",3.072743
"JHH2",1252,"N23918-95-7",3.029927
"MDAMB231",1252,"N23918-95-7",4.451415
"HCC44",1252,"N23918-95-7",3.926723
"CAL78",1252,"N23918-95-7",4.570123
"FTC133",1252,"N23918-95-7",3.697698
"OVCAR8",1252,"N23918-95-7",3.137128
"NCIH1703",1252,"N23918-95-7",2.761455
"8505C",1252,"N23918-95-7",4.659751
"42MGBA",1252,"N23918-95-7",4.171984
"MDAMB436",1252,"N23918-95-7",3.419217
"FLO1",1252,"N23918-95-7",3.415332
"U2OS",1252,"N23918-95-7",3.557974
"8305C",1252,"N23918-95-7",3.871755
"GB1",1252,"N23918-95-7",4.91738
"SW1783",1252,"N23918-95-7",4.506228
"GCT",1252,"N23918-95-7",4.583576
"ESS1",1252,"N23918-95-7",3.691359
"8MGBA",1252,"N23918-95-7",3.028429
"NCIH460",1252,"N23918-95-7",4.063491
"HOP62",1252,"N23918-95-7",4.179041
"ML1",1252,"N23918-95-7",4.20354
"GIMEN",1252,"N23918-95-7",2.821299
"A427",1252,"N23918-95-7",3.391275
"HT1080",1252,"N23918-95-7",2.832045
"HCC1395",1252,"N23918-95-7",4.176958
"MPP89",1252,"N23918-95-7",4.415806
"NCIH1563",1252,"N23918-95-7",5.006105
"SNU423",1252,"N23918-95-7",3.963781
"NCIH838",1252,"N23918-95-7",4.223941
"NCIH196",1252,"N23918-95-7",5.045521
"BHT101",1252,"N23918-95-7",2.767062
"CAS1",1252,"N23918-95-7",4.307836
"KNS42",1252,"N23918-95-7",4.053828
"TCCSUP",1252,"N23918-95-7",3.563142
"A172",1252,"N23918-95-7",3.899608
"MSTO211H",1252,"N23918-95-7",4.291716
"KS1",1252,"N23918-95-7",4.168184
"BCPAP",1252,"N23918-95-7",3.26585
"NCIH1792",1252,"N23918-95-7",3.730695
"RERFLCMS",1252,"N23918-95-7",3.459132
"SKUT1",1252,"N23918-95-7",3.046027
"DBTRG05MG",1252,"N23918-95-7",4.968134
"RO82W1",1252,"N23918-95-7",4.257287
"HOP92",1252,"N23918-95-7",3.878553
"CAL62",1252,"N23918-95-7",3.324214
"CAL120",1252,"N23918-95-7",3.750499
"ONS76",1252,"N23918-95-7",4.503208
"SW982",1252,"N23918-95-7",4.400106
"PATU8988T",1252,"N23918-95-7",3.950592
"SNU387",1252,"N23918-95-7",4.20604
"NCIH1299",1252,"N23918-95-7",5.181087
"RD",1252,"N23918-95-7",3.891492
"SW756",1252,"N23918-95-7",4.168512
"YH13",1252,"N23918-95-7",3.945442
"BT549",1252,"N23918-95-7",3.517847
"NCIH23",1252,"N23918-95-7",3.494238
"JHH6",1252,"N23918-95-7",2.651662
"RKN",1252,"N23918-95-7",3.888473
"NMCG1",1252,"N23918-95-7",3.89576
"639V",1252,"N23918-95-7",4.121118
"LOXIMVI",1252,"N23918-95-7",4.063023
"LK2",1252,"N23918-95-7",4.389404
"NCIH446",1252,"N23918-95-7",4.778132
"TT",1252,"N23918-95-7",4.759309
"TT",1252,"N23918-95-7",2.981693
"EN",1252,"N23918-95-7",5.388345
"HGC27",1252,"N23918-95-7",4.115887
"DMS273",1252,"N23918-95-7",4.845867
"NCIH69",1252,"N23918-95-7",3.230349
"D283MED",1252,"N23918-95-7",4.003593
"DMS114",1252,"N23918-95-7",3.777759
"NCIH716",1252,"N23918-95-7",4.679176
"OACM51",1252,"N23918-95-7",4.679727
"ECC10",1252,"N23918-95-7",4.863864
"NCIH1048",1252,"N23918-95-7",3.425656
"SKES1",1252,"N23918-95-7",4.052517
"DU4475",1252,"N23918-95-7",3.028006
"SKPNDW",1252,"N23918-95-7",4.423665
"MHHES1",1252,"N23918-95-7",3.48052
"NCIH1876",1252,"N23918-95-7",4.747784
"NCIH2081",1252,"N23918-95-7",3.583758
"NCIH524",1252,"N23918-95-7",3.56695
"LU165",1252,"N23918-95-7",5.484018
"COLO684",1252,"N23918-95-7",4.49796
"CHP126",1252,"N23918-95-7",4.537946
"MESSA",1252,"N23918-95-7",4.000128
"NCIH211",1252,"N23918-95-7",4.244615
"NCIH810",1252,"N23918-95-7",3.444004
"SBC5",1252,"N23918-95-7",3.451565
"OVK18",1252,"N23918-95-7",5.244171
